words,urlDrugName,effectiveness,sideEffects,rating
4 periods a year,seasonique,4.0,4.0,1.0
I took vicodin for pain in my wrist but i had to stop because it would give me a headache everytime i took it. So i can't really say there were any benefits to it# because eventough it helped with the wrist pain# the headaches were worse.,vicodin,3.0,4.0,3.0
With the Topamax alone# and not myself consciously changing any of my dietary habits or exercising# I lost about 10% of my body weight in the first two months of treatment. It was like a tiny switch in my brain was flipped and I just didn't crave gargantuan massive quantities of horrible-for-you food. Not that food didn't taste good# or I wasn't hungry# I just filled up really quickly# and nothing seemed any more appealing than anything else. So when you're not just going off whatever looks yummy at that exact second and you actually stop and think about what you're about to eat# you tend to choose something a tad bit healthier and less caloric. Combine that with the fact that it would take about half the amount to fill me up# and there you have your weight loss.,topamax,1.0,1.0,9.0
normal thrombosin level within 6 weeks,evista,2.0,3.0,10.0
This medication helped me marginally to focus better and was somewhat more energetic.,adderall,4.0,1.0,4.0
no headaches and better quality of life  great at treating headaches,imitrex,1.0,4.0,7.0
My pain in my head was gone after 5 days of taking this medicine. I feel so much better right now. I would recommend this medicine other than Amoxicillin# or any other antibiotic.,keflex,2.0,3.0,10.0
heartburn was usually decreased significately if not totally,ranitidine,2.0,3.0,9.0
I felt a bit calmer and had a little less mania# but it did not help much.,lithium-carbonate,4.0,4.0,5.0
It lifted my depression without any noticeable side effects which I had experienced with every other anti-depressant I had taken.,wellbutrin-xl,2.0,3.0,10.0
It was supposed to stop the hot flashes that were keeping me awake at night.,catapres,5.0,1.0,2.0
i had become unable to drive any further than 1/2 mile to my job and no further without suffering serious anxiety attacks.  after a little over a week on the medication# i was able to drive in heavy traffic# and basically anywhere i needed to go.  my life has become my own again,celexa,2.0,3.0,10.0
It helped me sleep# which at the time was miraculous.,trazodone,2.0,1.0,10.0
effective for falling and staying asleep,desyrel,2.0,1.0,9.0
Lamictal balanced moods without making me sluggish or slowing me down. I still have the highs and but they aren't drastically manically high.,lamictal,1.0,4.0,7.0
The benefits of using Tretinoin were great. First of all I noticed that my skin started glowing and my acne diminished greatly. But I had to be very patient because the results were not immediate. Continued use of the medicine rendered amazing results. My skin is a lot more smoother# healthier# and brighter.,avita,1.0,1.0,7.0
Birth control# more mild and regular menstruation,yasmin,2.0,4.0,5.0
The benefits was getting off of drugs.  I go to a methadone clinic and i PAY $13 a day and i have for the last seven years.  It helped me get off of Oxycotin's# but i would NOT recommend staying on it for long..  Because methadone is more addictive than pain pills.,methadone,2.0,4.0,7.0
I ahve three sleep disorders: sleep apnea due to closing up of my throat (anatomical)# restless leg syndrome and the worst one# hypersomnia -- tired much of the time with no explanation. I tried this drug - sent directly to the home and only with approved diagnosis (I am just short of narcolepsy) - to see if I would feel rested when I awoke. I did for one day but then the effects did not continue with each successive night. Sounds strange# I know# but that is what happened.,xyrem,4.0,1.0,3.0
Migraines diminished and appetite diminished# resulting in lost weight.,topamax,1.0,4.0,7.0
Wellbutrin XL was the only anti-depressant I tried that I could take without noticable side effects. A big contributer to my depression was weight gain that accompanied it# and as a result my doctor prescribed wellbutrin because typically the patient either stays the same or loses weight will taking it# as opposed to almost every other anti-depressent which can cause weight gain.,wellbutrin-xl,1.0,1.0,8.0
No treatment benefits,cymbalta,5.0,5.0,1.0
The drug did lower the blood cholesterol effectively.,zocor,2.0,4.0,5.0
Cleared upper respitory infection and strep throat,omnicef,1.0,5.0,1.0
ALSO HELPED WITH HOT FLASHES. IT ALLOWED FOR ME TO CARRY ON WITH NORMAL ACTIVITIES.,effexor,1.0,1.0,8.0
Acid reflux ceased to exist when taking Prilosec.,prilosec,2.0,3.0,10.0
Depression has cleared up quite miraculously.,remeron,2.0,1.0,10.0
It helped greatly with depression but had immediate sexual side effects.,celexa,2.0,4.0,7.0
cancer is gone,aldara,3.0,5.0,1.0
This drug has done wonders to help me get the much needed rest I have needed.  Before I started taking this drug# I spent many nights not receiving the rest I needed.  I have not experienced any negative side effects of this drug.  It works quickly# within half an hour and I have been able to stay asleep throughout the night.,ambien-cr,2.0,3.0,10.0
Takes about 3 months to show results# but cleared up my skin# reduced overall oiliness and enlarged pores# and eliminated my very greasy hair# caused by excess oil on my scalp. My skin looked hydrated# clarity was good and the improvement was constant with no variations after the first 3 months. Also contributed a significant improvement to my libido.,aldactone,2.0,5.0,1.0
Due to extensive varicose veins# I was in pain# especially when standing. They were physically embarassing and I could not even wear sheer pantyhose. The surgery would eliminate pain and the ugliness.   I was told to take the drug before surgery to minimize swelling and to minimize pain. I do not like to introduce drugs into my body unless an emergency so I did not take it before the surgery# instead opting for Bromelain enzyme# ginger and tumeric to reduce swelling.,tylenol-with-codeine,1.0,2.0,1.0
I got up and felt better in the morning# then as the day went on I felt more and more lethargic so I dont know if I was taking the right amount or if it was the drug. I then took it twice a day but it did not seem to help my lethargy,levoxyl,4.0,1.0,4.0
I experienced weight loss# improved insulin sensitivity# increased energy and decreased carbohydrate cravings during the course of the day.,glucophage,2.0,3.0,10.0
no positive benefits,climara,5.0,2.0,1.0
Taken only four days... not tested for benefits,zocor,5.0,2.0,1.0
The benefits are that being on Neurontin with the Lidoderm Patch 5%# it has helped to give me a much better quality of life.  My pain is significantly reduced because of these two medications# though not completely gone.  The side effects# to my knowledge# have been minimal# especially compared to what it could be without these medications.  Could a different medication work better?  Maybe.,neurontin,1.0,1.0,8.0
In saw immediate improvement in the clearing of my acne within the first week.,doryx,1.0,2.0,3.0
It relaxed the spasm's in my back and neck# if not completely# at least  by 50-70 percent.  The best thing about this drug is that you can take it at work or during the day# and it does not make you drowsey or loopy.,skelaxin,2.0,3.0,10.0
